airline,airline_sentiment,airline_sentiment_confidence,negativereason,tweet_created,clean_text,tweet_year,tweet_month,tweet_day,sentiment_label,char_count,word_count,avg_word_length
US Airways,negative,0.7033,Customer Service Issue,2015-02-24 10:26:28-08:00,after being assured by the pleasant woman at gate b in albany ny that lifes not perfect id heard enough,2015,2,24,0,103,20,5.15
US Airways,neutral,0.6609999999999999,Unknown,2015-02-24 10:25:35-08:00,how do i get a receipt for a change fee when i originally booked with miles,2015,2,24,1,75,16,4.6875
US Airways,negative,0.6512,Flight Booking Problems,2015-02-24 10:23:58-08:00,u didnt bother following up we booked with understands cust srv provided lunch delays amp upgraded seats,2015,2,24,0,104,17,6.117647058823529
US Airways,neutral,1.0,Unknown,2015-02-24 10:22:11-08:00,we even offered to fly in to another airport and they said they couldnt do that no explanation why they cant,2015,2,24,1,108,21,5.142857142857143
US Airways,neutral,0.6762,Unknown,2015-02-24 10:21:06-08:00,any travel advisory coming for the carolinas bad weather,2015,2,24,1,56,9,6.222222222222222
US Airways,negative,1.0,Customer Service Issue,2015-02-24 10:19:33-08:00,there is an error w my preferred status amp im not able to reach an agent via phone travel friday need resolved contact info,2015,2,24,0,124,24,5.166666666666667
US Airways,negative,1.0,Late Flight,2015-02-24 10:17:14-08:00,how does a pilot forget log book been waiting on plane for mins,2015,2,24,0,63,13,4.846153846153846
US Airways,negative,1.0,Customer Service Issue,2015-02-24 10:17:01-08:00,already did it one person said they couldnt do anything another said she didnt know why the first person we talked said that,2015,2,24,0,124,23,5.391304347826087
US Airways,negative,1.0,Customer Service Issue,2015-02-24 10:16:00-08:00,over an hour on hold so far,2015,2,24,0,27,7,3.857142857142857
US Airways,negative,1.0,Late Flight,2015-02-24 10:13:10-08:00,rt nice another delay with second one this trip left engine leakingwhats next,2015,2,24,0,77,13,5.923076923076923
US Airways,negative,1.0,Customer Service Issue,2015-02-24 10:12:10-08:00,i want to love you minutes on hold help me understand why i switched loyalty programs,2015,2,24,0,85,16,5.3125
US Airways,negative,0.6563,Customer Service Issue,2015-02-24 10:11:19-08:00,minutes now nice customer service you got going on,2015,2,24,0,50,9,5.555555555555555
US Airways,negative,1.0,Customer Service Issue,2015-02-24 09:56:55-08:00,minutes on hold so far and still havent spoke to a human never using you again,2015,2,24,0,78,16,4.875
US Airways,neutral,0.6421,Unknown,2015-02-24 09:55:25-08:00,where is your email address its not on this page,2015,2,24,1,48,10,4.8
US Airways,negative,1.0,Can't Tell,2015-02-24 09:54:57-08:00,you have no idea how upset and frustrated i am right now ill be sure to follow through with never flying with you again,2015,2,24,0,119,24,4.958333333333333
US Airways,negative,1.0,longlines,2015-02-24 09:54:37-08:00,how can a person go from number one on a standby list to number twelve in three hours should i be super platinum diamond status,2015,2,24,0,127,25,5.08
US Airways,negative,0.664,Flight Booking Problems,2015-02-24 09:53:46-08:00,forget reservations thank you to the great leadership at your company ive cancelled flighted my flight once again thank you,2015,2,24,0,123,20,6.15
US Airways,positive,1.0,Unknown,2015-02-24 09:48:28-08:00,great job today from your team with a challenging weather delay on flight out of charlotte,2015,2,24,2,90,16,5.625
US Airways,neutral,1.0,Unknown,2015-02-24 09:47:40-08:00,and now you cant even accommodate us by letting us fly in to another airport horrible service for your fault,2015,2,24,1,108,20,5.4
US Airways,negative,0.6523,Cancelled Flight,2015-02-24 09:45:48-08:00,it was this saturday during all the snow in the dc area excited the flight was not cancelled flightled but sad he went missing,2015,2,24,0,126,24,5.25
US Airways,negative,0.6616,Customer Service Issue,2015-02-24 09:44:53-08:00,i love you guys amp im gonna let you finish but ive been on hold for hour trying to book a flight w my voucher,2015,2,24,0,110,25,4.4
US Airways,negative,0.6448,Flight Attendant Complaints,2015-02-24 09:42:32-08:00,and the helpful employee who changed her boarding zone so that she would have space for her pump is now being disciplined,2015,2,24,0,121,22,5.5
US Airways,negative,1.0,Lost Luggage,2015-02-24 09:39:37-08:00,need to talk to a person about my bag waiting on hold for two hours bag sb delivered last night online says not found,2015,2,24,0,117,24,4.875
US Airways,neutral,1.0,Unknown,2015-02-24 09:39:20-08:00,calls amp wasted hrs on hold to change my coming divided awards weather relate flightd flight yall disconnected me x please help,2015,2,24,1,128,22,5.818181818181818
US Airways,negative,1.0,Lost Luggage,2015-02-24 09:38:50-08:00,i dont want your sympathy i want someone to make an effort to find my bag,2015,2,24,0,73,16,4.5625
US Airways,negative,1.0,Customer Service Issue,2015-02-24 09:37:53-08:00,she spoke with someone this am and was told that breast pumps arent medical equipment and that she should have planned better,2015,2,24,0,125,22,5.681818181818182
US Airways,negative,0.6656,Lost Luggage,2015-02-24 09:32:35-08:00,referred me back to baggage services but i left the airport i was on seat a,2015,2,24,0,75,16,4.6875
US Airways,neutral,0.7002,Unknown,2015-02-24 09:29:50-08:00,i left my personal stuff on us from phlbos about an hour ago went baggage was told plane left to call,2015,2,24,1,101,21,4.809523809523809
US Airways,negative,1.0,Can't Tell,2015-02-24 09:29:23-08:00,first impressions are hard to reverse a horrible first experience with you will never fly with you again,2015,2,24,0,104,18,5.777777777777778
US Airways,neutral,1.0,Unknown,2015-02-24 09:28:25-08:00,is there a phone number or email address to customer service,2015,2,24,1,60,11,5.454545454545454
US Airways,negative,1.0,Cancelled Flight,2015-02-24 09:27:42-08:00,not going as planned is an understatement my flight was just changed again if it werent for a family emergency id cancelled flight,2015,2,24,0,130,23,5.6521739130434785
US Airways,negative,0.6674,Late Flight,2015-02-24 09:24:57-08:00,hours on the plane they at least got us on a direct flight a couple hours late flightr on united,2015,2,24,0,96,20,4.8
US Airways,negative,1.0,Lost Luggage,2015-02-24 09:22:05-08:00,sadly that didnt help me at my meeting at work today seeing as my presentation was in there major strike against me,2015,2,24,0,115,22,5.2272727272727275
US Airways,negative,0.6875,Lost Luggage,2015-02-24 09:21:28-08:00,i did but the more eyes i have looking for pandu the better chance i have of bringing him home,2015,2,24,0,94,20,4.7
US Airways,negative,1.0,Lost Luggage,2015-02-24 09:20:51-08:00,my bag is still lost and i can not get anyone on the phone to assist me and the tracking updates have stopped,2015,2,24,0,109,23,4.739130434782608
US Airways,neutral,1.0,Unknown,2015-02-24 09:17:06-08:00,so i can make a reservation,2015,2,24,1,27,6,4.5
US Airways,neutral,0.6749,Unknown,2015-02-24 09:16:54-08:00,i didnt make a reservation yet its about changing name on my dividend miles account,2015,2,24,1,83,15,5.533333333333333
US Airways,negative,1.0,Customer Service Issue,2015-02-24 09:15:21-08:00,minutes im not trained in that cmon cant you do better than that,2015,2,24,0,64,13,4.923076923076923
US Airways,neutral,1.0,Unknown,2015-02-24 09:14:48-08:00,if i qualify for free st checked bag is that applied at checkin same for using companion tickets,2015,2,24,1,96,18,5.333333333333333
US Airways,negative,1.0,Customer Service Issue,2015-02-24 09:12:12-08:00,any direct number to dividend miles account info every time i try them i get actually hung up on,2015,2,24,0,96,19,5.052631578947368
US Airways,negative,0.6737,Flight Booking Problems,2015-02-24 09:09:24-08:00,trying to use chairman upgrade cert for flt on but being told not an option with open seats how thanks,2015,2,24,0,102,20,5.1
US Airways,negative,1.0,Customer Service Issue,2015-02-24 09:03:28-08:00,but ive been trying to call them since yesterday and i keep getting hung up on can you get me through to them,2015,2,24,0,109,23,4.739130434782608
US Airways,neutral,1.0,Unknown,2015-02-24 08:59:51-08:00,whats the charge for oversize not overweight,2015,2,24,1,44,7,6.285714285714286
US Airways,neutral,1.0,Unknown,2015-02-24 08:55:31-08:00,to my legal last name so its not technically a name change i just used the wrong name,2015,2,24,1,85,18,4.722222222222222
US Airways,negative,0.3913,Flight Booking Problems,2015-02-24 08:55:12-08:00,an award travel ticket but cannot since it is under a different last name i simply need to change it,2015,2,24,0,100,20,5.0
US Airways,neutral,0.6737,Unknown,2015-02-24 08:54:50-08:00,hi on my dividend miles account i accidentally listed my newly married name as opposed to my legal name i am trying to book,2015,2,24,1,123,24,5.125
US Airways,negative,0.636,Customer Service Issue,2015-02-24 08:49:40-08:00,ok thank youi call from spain to us for seating assistance,2015,2,24,0,58,11,5.2727272727272725
US Airways,neutral,1.0,Unknown,2015-02-24 08:44:23-08:00,can i check bags through to my final destination even though i bought separate tickets from iad to phl and phl to israel,2015,2,24,1,120,23,5.217391304347826
US Airways,negative,1.0,Bad Flight,2015-02-24 08:43:11-08:00,day no coffee amp working toilet then i read domestic airlines whining re foreign competition coincidence no,2015,2,24,0,108,17,6.352941176470588
US Airways,neutral,1.0,Unknown,2015-02-24 08:30:07-08:00,how much is it to check golf clubs on a flight they might be oversized,2015,2,24,1,70,15,4.666666666666667
US Airways,neutral,1.0,Unknown,2015-02-24 08:29:39-08:00,if im unable to use my departing flight can i still use the returning flight,2015,2,24,1,76,15,5.066666666666666
US Airways,neutral,1.0,Unknown,2015-02-24 08:28:22-08:00,is it possible to cancelled flight my reservation online,2015,2,24,1,56,9,6.222222222222222
US Airways,negative,1.0,Cancelled Flight,2015-02-24 08:26:20-08:00,ive been on hold to rebook a cancelled flighted flight for over two hours i know weather has a huge impact but you should anticipate,2015,2,24,0,132,25,5.28
US Airways,negative,1.0,Customer Service Issue,2015-02-24 08:25:26-08:00,been on hold for over hours i believe i was overcharged for my flight i need an immediate explanation help,2015,2,24,0,106,20,5.3
US Airways,neutral,1.0,Unknown,2015-02-24 08:24:17-08:00,thank you although were using our miles from our card and flight booking problems companion tickets which can only be booked over the phone,2015,2,24,1,139,24,5.791666666666667
US Airways,positive,0.6667,Unknown,2015-02-24 08:21:04-08:00,i made it thx,2015,2,24,2,13,4,3.25
US Airways,negative,1.0,Customer Service Issue,2015-02-24 08:17:51-08:00,still on hold hr minsthank god for chairman status status match,2015,2,24,0,63,11,5.7272727272727275
US Airways,neutral,1.0,Unknown,2015-02-24 08:13:34-08:00,is there a phone line to call into that isnt being affected by bad weather trying to book a vacation here,2015,2,24,1,105,21,5.0
US Airways,negative,1.0,Customer Service Issue,2015-02-24 08:08:10-08:00,has the worst customer service cant even get through to a rep you gotta be kidding me,2015,2,24,0,85,17,5.0
US Airways,negative,1.0,Customer Service Issue,2015-02-24 08:00:58-08:00,but maybe i can be on hold for minutes again that would be just as amazing,2015,2,24,0,74,16,4.625
US Airways,negative,1.0,Lost Luggage,2015-02-24 08:00:24-08:00,how about a real live person talk to the person whose luggage was lost for days and vacation wrecked,2015,2,24,0,100,19,5.2631578947368425
US Airways,negative,1.0,Late Flight,2015-02-24 07:56:45-08:00,is your clt departures delayed hoping i can make my connection after a lengthy take off delay and endless taxiing here at clt,2015,2,24,0,125,23,5.434782608695652
US Airways,positive,0.7039,Unknown,2015-02-24 07:54:35-08:00,im glad retweeted otherwise you would have to ignore the numerous tweets i sent you all are fucking amazing,2015,2,24,2,107,19,5.631578947368421
US Airways,negative,1.0,Lost Luggage,2015-02-24 07:49:39-08:00,so frustrating because i still have not gotten them back why my bag was sent to ny is a mystery shame on me this time,2015,2,24,0,117,25,4.68
US Airways,negative,1.0,Lost Luggage,2015-02-24 07:48:40-08:00,i will never travel us airways again flew in from la to dc last night and for the nd time on this airline my bags didnt arrive,2015,2,24,0,126,27,4.666666666666667
US Airways,positive,1.0,Unknown,2015-02-24 07:45:50-08:00,haha no worries you guys are the best for spelling my name correctly,2015,2,24,2,68,13,5.230769230769231
US Airways,negative,1.0,Customer Service Issue,2015-02-24 07:43:56-08:00,like they will call me iv been trying since yesterday and no one is answering,2015,2,24,0,77,15,5.133333333333334
US Airways,negative,1.0,Customer Service Issue,2015-02-24 07:35:14-08:00,your csr in phl suck flt gets cxd i get rebooked to the next day on standby for not hopeful,2015,2,24,0,91,20,4.55
US Airways,negative,1.0,Customer Service Issue,2015-02-24 07:28:28-08:00,hello is anyone behind your twitter account,2015,2,24,0,43,7,6.142857142857143
US Airways,negative,1.0,Customer Service Issue,2015-02-24 07:22:55-08:00,i keep getting hung up on please respond so i can book a ticket with you i wont be able to buy one unless i speak to someone,2015,2,24,0,124,28,4.428571428571429
US Airways,negative,1.0,Cancelled Flight,2015-02-24 07:22:49-08:00,hey yeah last time i got a phone call when flight was cancelled flightled from dca to bos,2015,2,24,0,89,18,4.944444444444445
US Airways,negative,0.6316,Can't Tell,2015-02-24 07:21:47-08:00,you should be prepared for weather all i want to do is find out if i can take train to phl to catch my connection,2015,2,24,0,113,25,4.52
US Airways,negative,1.0,Cancelled Flight,2015-02-24 07:19:24-08:00,when you are deciding to wreck a vacation is losing luggage from a cancelled flighted flight your go to maneuver,2015,2,24,0,112,20,5.6
US Airways,positive,0.3782,Unknown,2015-02-24 07:15:22-08:00,see you on board tomorrow,2015,2,24,2,25,5,5.0
US Airways,negative,1.0,Customer Service Issue,2015-02-24 07:11:17-08:00,been on hold for minutes calling because my flight is delayed this type of service in not acceptable,2015,2,24,0,100,18,5.555555555555555
US Airways,negative,1.0,Customer Service Issue,2015-02-24 07:02:58-08:00,been on hold for hours for something which i could have done in less than minute if it was availableyour site ux is awe full,2015,2,24,0,124,25,4.96
US Airways,negative,0.6842,Customer Service Issue,2015-02-24 06:59:09-08:00,then drop your fee rt makes no sense most eu airlines charge charges a reasonable,2015,2,24,0,81,15,5.4
US Airways,negative,1.0,Customer Service Issue,2015-02-24 06:58:26-08:00,i understand that but i should still be able to view my reservation online,2015,2,24,0,74,14,5.285714285714286
US Airways,negative,0.669,Late Flight,2015-02-24 06:55:54-08:00,another fiasco at national forever from jet to gate on am flight from rdu,2015,2,24,0,73,14,5.214285714285714
US Airways,negative,1.0,Customer Service Issue,2015-02-24 06:55:38-08:00,good to know that your phone customer service is still impaired due to bad weather that was over a week ago,2015,2,24,0,107,21,5.095238095238095
US Airways,negative,1.0,Flight Booking Problems,2015-02-24 06:43:57-08:00,ok we are on day trying to book a flight for ur system still says due to weathercall back late flightr,2015,2,24,0,102,21,4.857142857142857
US Airways,negative,1.0,Can't Tell,2015-02-24 06:40:27-08:00,thanks again for ruiningmy vacation you all are the best for this could not have done it without you,2015,2,24,0,100,19,5.2631578947368425
US Airways,negative,1.0,Late Flight,2015-02-24 06:39:44-08:00,our honeymoon was delayed a day because a gas cap was not screwed on flight so frustrating,2015,2,24,0,90,17,5.294117647058823
US Airways,negative,1.0,Can't Tell,2015-02-24 06:35:26-08:00,your policy needs a serious revision for babies fortunately i have choices and choose from here on out,2015,2,24,0,102,18,5.666666666666667
US Airways,negative,1.0,Customer Service Issue,2015-02-24 06:31:57-08:00,still ignoring my question consistently providing poor customer service,2015,2,24,0,71,9,7.888888888888889
US Airways,negative,1.0,Lost Luggage,2015-02-24 06:30:04-08:00,they have all of this at hotels still dont have my work folder or business casual clothes,2015,2,24,0,89,17,5.235294117647059
US Airways,negative,1.0,Customer Service Issue,2015-02-24 06:18:54-08:00,oh i got right through to an agent they just kept putting me on hold and still didnt fix the problem,2015,2,24,0,100,21,4.761904761904762
US Airways,negative,1.0,Late Flight,2015-02-24 06:17:52-08:00,there is no reflight booking problems the event im flying to attend waiting for jetway driver still on tarmac,2015,2,24,0,109,19,5.7368421052631575
US Airways,negative,1.0,Lost Luggage,2015-02-24 06:16:43-08:00,baggage team recording tells me my bag still hasnt been found and delayed baggage link on web conveniently not working,2015,2,24,0,118,20,5.9
US Airways,negative,1.0,Customer Service Issue,2015-02-24 06:12:28-08:00,been trying for weeks no use,2015,2,24,0,28,6,4.666666666666667
US Airways,negative,1.0,Can't Tell,2015-02-24 06:09:17-08:00,should give me free baggage for this mess,2015,2,24,0,41,8,5.125
US Airways,negative,0.6537,longlines,2015-02-24 06:08:55-08:00,gate traffic my flight arrived earlyconnecting flight leaving in minutes several of us stuck hold that plane,2015,2,24,0,108,17,6.352941176470588
US Airways,negative,1.0,Bad Flight,2015-02-24 06:07:21-08:00,i really feel like your company needs evaluate their policies amp realize that transfers should be possible for tickets,2015,2,24,0,119,19,6.2631578947368425
US Airways,negative,1.0,Customer Service Issue,2015-02-24 06:03:28-08:00,seriously did you not see that ive spent days for multiple hours on hold just to have to hang up after the hours,2015,2,24,0,112,23,4.869565217391305
US Airways,positive,0.6991,Unknown,2015-02-24 05:57:27-08:00,waiting on my flight right now thanks,2015,2,24,2,37,7,5.285714285714286
US Airways,neutral,1.0,Unknown,2015-02-24 05:53:25-08:00,how do i add my tsa pre number to an existing reservation,2015,2,24,1,57,12,4.75
US Airways,neutral,0.6326,Unknown,2015-02-24 05:50:11-08:00,can i please have someone call me,2015,2,24,1,33,7,4.714285714285714
US Airways,positive,0.6983,Unknown,2015-02-24 05:44:14-08:00,were back at a gate opposite of wheels up im sure well get thete eventually so thanks,2015,2,24,2,85,17,5.0
US Airways,negative,1.0,Customer Service Issue,2015-02-24 05:43:29-08:00,r u aware your wait time to talk to a sales agent is always minutes unacceptable at least employ a call back feature,2015,2,24,0,116,23,5.043478260869565
US Airways,neutral,1.0,Unknown,2015-02-24 05:36:53-08:00,amp flight cancelled flightled yesterday and now a delay today has robbed my daughter of days with her grandparents thanks,2015,2,24,1,122,20,6.1
US Airways,negative,0.6452,Late Flight,2015-02-24 05:34:40-08:00,connecting in charlotte to houston mechanical issue determined while qd to take off and we checked our bags,2015,2,24,0,107,18,5.944444444444445
US Airways,negative,1.0,Lost Luggage,2015-02-24 05:31:42-08:00,can you dm please in regards to update on lost bag please,2015,2,24,0,57,12,4.75
US Airways,negative,1.0,Flight Attendant Complaints,2015-02-24 05:29:33-08:00,need to retrain us lead flight attendant and gate agent at arrival mke horrible attitudes toward helping customers,2015,2,24,0,114,18,6.333333333333333
US Airways,negative,1.0,Late Flight,2015-02-24 05:28:54-08:00,youre batting every flight ive taken is delayed worst airline ever,2015,2,24,0,66,11,6.0
US Airways,positive,1.0,Unknown,2015-02-24 05:22:10-08:00,knows customer service thank you for starting our week vacay on an amazing note thank you sarita,2015,2,24,2,96,17,5.647058823529412
US Airways,negative,0.7087,Customer Service Issue,2015-02-24 05:08:28-08:00,why arent you updating flight statusdelays,2015,2,24,0,42,6,7.0
US Airways,negative,1.0,Customer Service Issue,2015-02-24 05:07:10-08:00,theyre also saying the clt flights are delayed but youre not showing it in your system which makes it impossible to figure out,2015,2,24,0,126,23,5.478260869565218
US Airways,negative,1.0,Late Flight,2015-02-24 05:06:36-08:00,nope they just announced were headed back to the gate,2015,2,24,0,53,10,5.3
US Airways,negative,1.0,Late Flight,2015-02-24 04:58:26-08:00,pretty sure we didnt actually take off at,2015,2,24,0,41,8,5.125
US Airways,negative,1.0,Customer Service Issue,2015-02-24 04:56:24-08:00,well then that is a horrible flaw in your system hours in the past day ive wasted ive got a job amp family this is crazy,2015,2,24,0,120,26,4.615384615384615
US Airways,negative,0.6771,Late Flight,2015-02-24 04:55:28-08:00,and were just sitting feet from an open gate,2015,2,24,0,44,9,4.888888888888889
US Airways,negative,1.0,Flight Booking Problems,2015-02-24 04:50:54-08:00,just wasted another hour of my life on hold this is insanity there has to be another way to use my voucher as payment online,2015,2,24,0,124,25,4.96
US Airways,negative,0.6629999999999999,Can't Tell,2015-02-24 04:49:12-08:00,whats wrong with the plane flt,2015,2,24,0,30,6,5.0
US Airways,negative,1.0,Can't Tell,2015-02-24 04:46:12-08:00,two broken airplanes two days late flightr and im stranded after a funeral and missing out on my last semester of,2015,2,24,0,113,21,5.380952380952381
US Airways,negative,1.0,Lost Luggage,2015-02-24 04:32:04-08:00,day amp still no luggage chkd statusawaiting asgmnt to driver since yest am,2015,2,24,0,75,13,5.769230769230769
US Airways,negative,1.0,Flight Attendant Complaints,2015-02-24 04:25:43-08:00,flight clt to phl i was st on listsomeone else got spot rude employee in coach wouldt give id said he was cute red head,2015,2,24,0,119,25,4.76
US Airways,negative,1.0,Flight Attendant Complaints,2015-02-24 04:25:40-08:00,asked her why needed to take yellow tag off she said because i told you to expect a personal apology from her unacceptable,2015,2,24,0,122,23,5.304347826086956
US Airways,negative,1.0,Can't Tell,2015-02-24 04:19:56-08:00,since jan have been on flights why the disrespect in clt flt at pm on feb to dca just asked herba question,2015,2,24,0,106,22,4.818181818181818
US Airways,negative,0.6421,Flight Booking Problems,2015-02-24 04:18:07-08:00,nah its for my flight next week inside my chairman day window but you still havent released the last open first seat to me,2015,2,24,0,122,24,5.083333333333333
US Airways,neutral,1.0,Unknown,2015-02-24 04:03:48-08:00,flight out of clt this morning its snowing here should i head out to the airport,2015,2,24,1,80,16,5.0
US Airways,negative,1.0,Customer Service Issue,2015-02-24 03:58:06-08:00,ive been on hold for min just trying to change my reservation,2015,2,24,0,61,12,5.083333333333333
US Airways,neutral,1.0,Unknown,2015-02-24 03:35:55-08:00,i am a uk citizen is there a uk number i could try,2015,2,24,1,50,13,3.8461538461538463
US Airways,negative,1.0,Late Flight,2015-02-24 03:30:51-08:00,i just spent hours and got nowhere entire experience,2015,2,24,0,52,9,5.777777777777778
US Airways,negative,1.0,Customer Service Issue,2015-02-24 03:20:29-08:00,changing my flights with no explanations and still dont have a confirmation so disappointed in the service,2015,2,24,0,106,17,6.235294117647059
US Airways,negative,0.6739,Can't Tell,2015-02-24 03:05:31-08:00,nope not yet,2015,2,24,0,12,3,4.0
US Airways,negative,1.0,Lost Luggage,2015-02-24 01:44:54-08:00,i will make sure to never use your incompetent airlines again my luggage has been out for delivery for hours,2015,2,24,0,108,20,5.4
US Airways,negative,1.0,Lost Luggage,2015-02-24 01:44:06-08:00,my flight was cancelled flighted saturday why was my luggage not at the airport today im supposed to have it delivered pathetic,2015,2,24,0,127,22,5.7727272727272725
US Airways,negative,1.0,Can't Tell,2015-02-24 01:43:13-08:00,thank you for allowing me to spend more money on vacation by buying things i already bought,2015,2,24,0,91,17,5.352941176470588
US Airways,negative,0.7109,Can't Tell,2015-02-24 01:42:23-08:00,thanks so much for ruining my vacation i really couldnt have done it without you,2015,2,24,0,80,15,5.333333333333333
US Airways,negative,0.6469,Can't Tell,2015-02-24 01:23:23-08:00,its not like im trying to leave earlier just for fun i dont want to get stuck in dc if we have bad weather in rdu,2015,2,24,0,113,26,4.346153846153846
US Airways,negative,1.0,Can't Tell,2015-02-24 01:22:13-08:00,some flexibility on your part would be nice this is why i love theyre flexible amp not trying to take all my,2015,2,24,0,108,22,4.909090909090909
US Airways,positive,0.6606,Unknown,2015-02-24 00:10:19-08:00,excited that ill be flying from syracuse to interview in dallas on friday for the fa position this is a goal amp dream of mine,2015,2,24,2,126,25,5.04
US Airways,negative,0.3469,Customer Service Issue,2015-02-23 23:39:59-08:00,thank you for reaching out to me hopefully my request will be fixed and i can remain a loyal customer,2015,2,23,0,101,20,5.05
US Airways,negative,1.0,Customer Service Issue,2015-02-23 23:17:58-08:00,it doesnt take days to respond to an already open case,2015,2,23,0,54,11,4.909090909090909
US Airways,positive,1.0,Unknown,2015-02-23 23:15:40-08:00,great crew for flight phx to yvr tonight friendly efficient awesome job,2015,2,23,2,71,12,5.916666666666667
US Airways,negative,1.0,Customer Service Issue,2015-02-23 22:53:36-08:00,are people going to answer our calls,2015,2,23,0,36,7,5.142857142857143
US Airways,negative,1.0,Late Flight,2015-02-23 22:53:29-08:00,pilot forgets to show up to work and ricky j gate agent gives customers attitude,2015,2,23,0,80,15,5.333333333333333
US Airways,negative,1.0,Can't Tell,2015-02-23 22:38:31-08:00,you make the reservation well make the excuses,2015,2,23,0,46,8,5.75
US Airways,positive,0.6647,Unknown,2015-02-23 22:37:37-08:00,thank you for your empathy there is more to this story than just the luggage but thank you for reaching out,2015,2,23,2,107,21,5.095238095238095
US Airways,negative,1.0,Late Flight,2015-02-23 22:36:21-08:00,is utterly unreliable they didnt schedule a pilot for their us flight out of seattle flights are delayed,2015,2,23,0,104,18,5.777777777777778
US Airways,negative,1.0,Can't Tell,2015-02-23 22:33:24-08:00,yes but again valuable time has been lost,2015,2,23,0,41,8,5.125
US Airways,negative,1.0,Customer Service Issue,2015-02-23 22:32:29-08:00,i dont like being lied to no bad weather in dc md va ive been stuck in ca all day and shouldve been home by now you owe me,2015,2,23,0,122,29,4.206896551724138
US Airways,negative,1.0,Late Flight,2015-02-23 22:30:03-08:00,yes it landed at am should not take another hours to go min drive was assured i would have this am,2015,2,23,0,98,21,4.666666666666667
US Airways,negative,1.0,Lost Luggage,2015-02-23 22:22:55-08:00,the disappointment was not the bag but that it arrived before me and i was kept hrs without options in iah,2015,2,23,0,106,21,5.0476190476190474
US Airways,negative,1.0,Late Flight,2015-02-23 22:19:24-08:00,cant get back lost time,2015,2,23,0,23,5,4.6
US Airways,negative,1.0,Late Flight,2015-02-23 22:15:28-08:00,flt rsw could have extended the courtsey of waiting min of us gates closed in r faces ur fired,2015,2,23,0,94,19,4.947368421052632
US Airways,negative,1.0,Can't Tell,2015-02-23 22:14:50-08:00,thanks however i feel like the system has failed me what is the solution,2015,2,23,0,72,14,5.142857142857143
US Airways,negative,1.0,Lost Luggage,2015-02-23 22:03:43-08:00,my bag landed day late flight at sfo at am how can it be pm and i still dont have it flight,2015,2,23,0,91,22,4.136363636363637
US Airways,positive,1.0,Unknown,2015-02-23 21:49:27-08:00,thanks very much i got thru on the phone amp everything is fine just love the website amp app thanks for working on it,2015,2,23,2,118,24,4.916666666666667
US Airways,negative,1.0,Customer Service Issue,2015-02-23 21:47:13-08:00,thanks for nothing bought two tix through you to disney and my friend cant go and now i have to eat the plus for new,2015,2,23,0,116,25,4.64
US Airways,negative,1.0,Lost Luggage,2015-02-23 21:22:05-08:00,hi im in lga but my luggage is in clt have been told to come back tomorrow to collect do you guys want to cover my taxi fare,2015,2,23,0,124,28,4.428571428571429
US Airways,negative,1.0,Flight Attendant Complaints,2015-02-23 21:00:30-08:00,instead of fair treatment i got a nasty letter from a lady in senior management that illness forfeits miles like death,2015,2,23,0,118,21,5.619047619047619
US Airways,negative,1.0,Customer Service Issue,2015-02-23 20:59:43-08:00,a few years ago i lost over miles bc i was physically unable to fly during the period i submitted a doctors note,2015,2,23,0,112,23,4.869565217391305
US Airways,negative,1.0,Customer Service Issue,2015-02-23 20:59:06-08:00,ive never been treated this badly,2015,2,23,0,33,6,5.5
US Airways,negative,1.0,Customer Service Issue,2015-02-23 20:58:51-08:00,im glad this airline is going to be swallowed by american american always picks up the phone and solves problems,2015,2,23,0,112,20,5.6
US Airways,negative,1.0,Customer Service Issue,2015-02-23 20:58:05-08:00,three months and my miles havent been credited no one is going to read the email i sent,2015,2,23,0,87,18,4.833333333333333
US Airways,negative,1.0,Flight Booking Problems,2015-02-23 20:57:41-08:00,my email gets me a canned response that it takes days for mileage to get credited its been three months and my miles,2015,2,23,0,116,23,5.043478260869565
US Airways,neutral,0.6626,Unknown,2015-02-23 20:56:39-08:00,my tweet gets me a response to email dmsccom,2015,2,23,1,44,9,4.888888888888889
US Airways,neutral,0.6556,Unknown,2015-02-23 20:56:00-08:00,the helpcomplaint forms on the website can be used only if the matter applies to an actual ticketed flight,2015,2,23,1,106,19,5.578947368421052
US Airways,negative,1.0,Customer Service Issue,2015-02-23 20:54:48-08:00,no one picks up the phone all day no opportunity to leave a voicemail,2015,2,23,0,69,14,4.928571428571429
US Airways,negative,1.0,Flight Booking Problems,2015-02-23 20:54:32-08:00,instead the miles are credited to an account that i did not open my request to merge the accounts is denied,2015,2,23,0,107,21,5.095238095238095
US Airways,negative,1.0,Can't Tell,2015-02-23 20:54:03-08:00,no i was there hrs early send me an email to share my experience you dont want this blasting here,2015,2,23,0,97,20,4.85
US Airways,negative,1.0,Customer Service Issue,2015-02-23 20:53:59-08:00,i open the credit card and earn miles and you wont credit the miles to my account to restore the forfeited miles,2015,2,23,0,112,22,5.090909090909091
US Airways,negative,1.0,Flight Booking Problems,2015-02-23 20:53:11-08:00,you took the miles out of my account and told me that i could restore by paying or opening a credit card,2015,2,23,0,104,22,4.7272727272727275
US Airways,negative,0.6764,Flight Booking Problems,2015-02-23 20:52:15-08:00,i had miles in my account and was informed id forfeit them bc of months of inactivity i,2015,2,23,0,87,18,4.833333333333333
